Frequency (GHz)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)
11.2	142.647	143.099	143.538	143.959	144.333	144.682	144.99	145.28	145.535	145.782	146.067	146.561	147.36	148.23	149.017	150.11	-120.838	-120.389	-119.951	-119.533	-119.161	-118.814	-118.508	-118.219	-117.967	-117.721	-117.437	-116.945	-116.149	-115.283	-114.501	-113.413
11.3	136.606	137.038	137.46	137.865	138.23	138.571	138.866	139.15	139.392	139.615	139.882	140.345	141.099	141.928	142.685	143.67	-125.964	-125.534	-125.113	-124.71	-124.347	-124.008	-123.715	-123.432	-123.192	-122.969	-122.704	-122.242	-121.49	-120.663	-119.907	-118.925
11.4	130.543	130.955	131.36	131.75	132.104	132.434	132.723	132.996	133.23	133.437	133.679	134.119	134.838	135.631	136.368	137.253	-131.119	-130.709	-130.305	-129.917	-129.564	-129.236	-128.949	-128.676	-128.443	-128.237	-127.996	-127.556	-126.838	-126.045	-125.307	-124.422
11.5	124.462	124.854	125.243	125.617	125.961	126.276	126.558	126.821	127.051	127.248	127.468	127.901	128.623	129.404	130.119	130.916	-136.308	-135.918	-135.53	-135.157	-134.815	-134.501	-134.22	-133.958	-133.729	-133.533	-133.313	-132.88	-132.157	-131.374	-130.656	-129.856
11.6	118.366	118.736	119.107	119.466	119.797	120.098	120.372	120.623	120.85	121.04	121.245	121.674	122.43	123.252	123.986	124.711	-141.537	-141.168	-140.798	-140.439	-140.109	-139.81	-139.536	-139.286	-139.059	-138.869	-138.665	-138.235	-137.478	-136.653	-135.913	-135.182
11.7	112.255	112.602	112.953	113.295	113.614	113.899	114.163	114.403	114.624	114.808	115.004	115.42	116.204	117.071	117.83	118.513	-146.81	-146.463	-146.112	-145.77	-145.452	-145.168	-144.905	-144.665	-144.445	-144.26	-144.064	-143.647	-142.861	-141.989	-141.223	-140.532
11.8	106.134	106.455	106.784	107.108	107.413	107.684	107.934	108.164	108.372	108.549	108.736	109.134	109.932	110.833	111.615	112.284	-152.125	-151.804	-151.476	-151.152	-150.847	-150.576	-150.327	-150.097	-149.889	-149.712	-149.524	-149.125	-148.323	-147.416	-146.627	-145.947
11.9	100.008	100.301	100.605	100.908	101.197	101.453	101.687	101.906	102.1	102.266	102.441	102.817	103.613	104.532	105.333	105.996	-157.481	-157.188	-156.884	-156.581	-156.292	-156.036	-155.801	-155.583	-155.389	-155.222	-155.047	-154.669	-153.868	-152.942	-152.131	-151.456
12	93.8782	94.1399	94.4172	94.6974	94.9684	95.2096	95.428	95.6329	95.8116	95.965	96.1235	96.4747	97.2596	98.1838	98.9968	99.6526	-162.862	-162.6	-162.322	-162.041	-161.77	-161.528	-161.31	-161.104	-160.925	-160.771	-160.612	-160.258	-159.468	-158.536	-157.711	-157.042
12.1	87.803	88.0291	88.2757	88.53	88.7793	89.0049	89.2071	89.3968	89.5595	89.6956	89.8332	90.154	90.9228	91.8398	92.6529	93.2933	-168.199	-167.972	-167.724	-167.469	-167.219	-166.993	-166.79	-166.6	-166.436	-166.299	-166.16	-165.837	-165.063	-164.136	-163.311	-162.654
12.2	81.6622	81.853	82.0695	82.2988	82.5273	82.7378	82.9255	83.1012	83.2497	83.3708	83.4899	83.7841	84.5367	85.4461	86.2547	86.8855	-173.581	-173.388	-173.17	-172.939	-172.71	-172.498	-172.31	-172.133	-171.984	-171.862	-171.741	-171.444	-170.685	-169.766	-168.943	-168.295
12.3	75.4903	75.6463	75.8334	76.0387	76.2474	76.443	76.6178	76.7808	76.9164	77.0251	77.1284	77.3964	78.1341	79.055	79.8686	80.5179	-178.988	-178.83	-178.641	-178.434	-178.224	-178.027	-177.851	-177.687	-177.551	-177.441	-177.336	-177.065	-176.321	-175.389	-174.56	-173.892
12.4	69.3236	69.4456	69.604	69.786	69.9758	70.157	70.32	70.4705	70.5938	70.691	70.78	71.0223	71.7444	72.6862	73.5227	74.2102	175.596	175.72	175.881	176.065	176.256	176.439	176.603	176.755	176.88	176.978	177.069	177.315	178.043	178.997	179.849	-179.444
12.5	63.1991	63.2879	63.4181	63.5772	63.7483	63.915	64.0666	64.2047	64.3155	64.4016	64.4769	64.694	65.3984	66.3661	67.2289	67.9488	170.191	170.282	170.415	170.577	170.75	170.918	171.071	171.211	171.323	171.411	171.489	171.709	172.42	173.399	174.278	175.018
12.6	57.199	57.2517	57.3513	57.4851	57.6355	57.786	57.9258	58.0506	58.1483	58.2191	58.2742	58.4478	59.1094	60.0962	61.0068	61.7403	164.959	165.014	165.117	165.253	165.406	165.558	165.7	165.826	165.926	165.999	166.056	166.233	166.901	167.9	168.827	169.582
12.7	51.11	51.1284	51.1985	51.3079	51.4383	51.5724	51.7011	51.8122	51.8963	51.9518	51.9863	52.114	52.7103	53.7209	54.6918	55.4572	159.669	159.69	159.763	159.875	160.008	160.145	160.276	160.389	160.475	160.532	160.569	160.701	161.303	162.326	163.314	164.101
12.8	44.9616	44.9473	44.9891	45.0748	45.1855	45.3031	45.4204	45.5182	45.5875	45.6283	45.6425	45.7261	46.2451	47.261	48.2933	49.122	154.335	154.324	154.369	154.458	154.571	154.692	154.811	154.911	154.983	155.026	155.042	155.13	155.655	156.682	157.732	158.582
12.9	38.7856	38.7401	38.7548	38.8178	38.9095	39.0114	39.1162	39.2012	39.2557	39.2824	39.2775	39.3215	39.7572	40.751	41.8326	42.7342	148.972	148.93	148.948	149.014	149.109	149.214	149.321	149.408	149.465	149.494	149.492	149.54	149.981	150.987	152.085	153.008
13	32.6176	32.5429	32.5322	32.5736	32.6471	32.7342	32.826	32.898	32.9379	32.9508	32.9282	32.9361	33.285	34.2384	35.3521	36.2949	143.597	143.525	143.518	143.563	143.64	143.73	143.824	143.899	143.941	143.957	143.937	143.948	144.303	145.267	146.398	147.362
13.1	26.7334	26.6313	26.5965	26.6173	26.6732	26.7465	26.8249	26.8828	26.9073	26.904	26.8604	26.8261	27.0526	27.908	29.0355	30.0073	138.558	138.459	138.428	138.452	138.511	138.588	138.669	138.73	138.757	138.756	138.716	138.685	138.917	139.783	140.926	141.919
13.2	20.7288	20.6016	20.5446	20.5463	20.5855	20.6457	20.7101	20.7529	20.7608	20.7392	20.6734	20.6004	20.7163	21.4267	22.5484	23.5711	133.44	133.316	133.263	133.268	133.311	133.375	133.442	133.488	133.499	133.48	133.417	133.348	133.469	134.189	135.326	136.369
13.3	14.6315	14.4817	14.4045	14.3883	14.4118	14.4593	14.5091	14.5359	14.526	14.4842	14.3956	14.2867	14.3023	14.8472	15.9085	16.9793	128.257	128.111	128.037	128.025	128.052	128.103	128.156	128.185	128.179	128.14	128.054	127.949	127.97	128.523	129.599	130.69
13.4	8.46959	8.29906	8.2033	8.17097	8.18038	8.21684	8.25224	8.26318	8.23566	8.17308	8.06253	7.92202	7.85143	8.21289	9.1748	10.2363	123.018	122.851	122.759	122.73	122.743	122.783	122.822	122.836	122.812	122.752	122.645	122.508	122.442	122.811	123.786	124.867
13.5	2.27331	2.08414	1.97197	1.92532	1.9222	1.94919	1.97008	1.96606	1.91967	1.83718	1.70552	1.53682	1.39381	1.57746	2.38115	3.41389	117.733	117.548	117.439	117.396	117.397	117.427	117.451	117.45	117.407	117.328	117.199	117.034	116.896	117.086	117.902	118.952
13.6	-3.40853	-3.60971	-3.73251	-3.78878	-3.80067	-3.78038	-3.77332	-3.79141	-3.85721	-3.96116	-4.11466	-4.31408	-4.5298	-4.53741	-3.97525	-3.03765	112.965	112.767	112.647	112.595	112.587	112.611	112.621	112.606	112.544	112.443	112.293	112.097	111.885	111.884	112.456	113.41
13.7	-9.23802	-9.44901	-9.58063	-9.64523	-9.66479	-9.65033	-9.65673	-9.68847	-9.77437	-9.90166	-10.0772	-10.306	-10.5826	-10.7488	-10.4476	-9.66758	108.097	107.89	107.762	107.701	107.685	107.703	107.7	107.672	107.589	107.465	107.293	107.067	106.795	106.634	106.944	107.738
13.8	-15.1904	-15.4075	-15.5452	-15.6164	-15.6422	-15.6329	-15.6517	-15.6948	-15.7991	-15.9499	-16.1457	-16.4023	-16.7321	-17.0224	-16.9736	-16.4083	103.143	102.929	102.794	102.727	102.705	102.718	102.702	102.663	102.562	102.414	102.221	101.968	101.642	101.356	101.413	101.99
13.9	-21.2397	-21.4596	-21.6004	-21.6754	-21.7042	-21.6997	-21.7291	-21.7803	-21.9005	-22.0755	-22.2911	-22.5815	-22.958	-23.3475	-23.5171	-23.1934	98.1075	97.8905	97.7531	97.6817	97.6567	97.6647	97.6387	97.5908	97.4738	97.3019	97.0894	96.8023	96.4292	96.0438	95.8803	96.214
14	-27.3625	-27.5835	-27.7254	-27.8029	-27.8345	-27.8348	-27.8702	-27.9315	-28.0638	-28.2572	-28.4968	-28.8203	-29.2402	-29.7097	-30.0612	-29.997	92.9932	92.775	92.6364	92.5624	92.5344	92.5376	92.5056	92.4476	92.3184	92.128	91.8914	91.5708	91.154	90.688	90.3413	90.4135
14.1	-32.6925	-32.9127	-33.0546	-33.1345	-33.1697	-33.1771	-33.2154	-33.2875	-33.4256	-33.6332	-33.9029	-34.2589	-34.7205	-35.258	-35.7613	-35.9617	88.5483	88.3308	88.1921	88.1157	88.084	88.0802	88.0453	87.9764	87.8414	87.6367	87.37	87.0166	86.5579	86.0235	85.5241	85.3299
14.2	-38.193	-38.4128	-38.5551	-38.6378	-38.6773	-38.6919	-38.731	-38.8113	-38.9522	-39.1728	-39.4792	-39.8635	-40.3621	-40.9552	-41.5679	-42.0022	83.984	83.7667	83.6274	83.5481	83.5122	83.5011	83.4654	83.3883	83.2504	83.0327	82.729	82.3472	81.8511	81.2607	80.6511	80.2214
14.3	-43.8733	-44.0964	-44.2422	-44.3299	-44.3756	-44.397	-44.4366	-44.524	-44.6672	-44.8998	-45.2391	-45.6479	-46.1771	-46.8143	-47.5058	-48.121	79.2788	79.0582	78.9152	78.8309	78.7886	78.7706	78.7344	78.6502	78.5099	78.28	77.9432	77.5367	77.0095	76.3744	75.6853	75.0733
14.4	-49.72	-49.9483	-50.0994	-50.1932	-50.2444	-50.2702	-50.3105	-50.4059	-50.5536	-50.8031	-51.1606	-51.6017	-52.1606	-52.8389	-53.5996	-54.3451	74.4297	74.2036	74.0552	73.9646	73.9167	73.8942	73.8572	73.7648	73.6199	73.373	73.0177	72.5785	72.0213	71.3446	70.5854	69.8418
14.5	-55.6927	-55.925	-56.0794	-56.1764	-56.2312	-56.2632	-56.3095	-56.4176	-56.5744	-56.8424	-57.2172	-57.6914	-58.2766	-58.9893	-59.8009	-60.6304	69.4555	69.2251	69.0733	68.9792	68.9276	68.8989	68.8557	68.7505	68.5963	68.3306	67.9578	67.4852	66.9013	66.1896	65.3787	64.55
14.6	-60.584	-60.8224	-60.9828	-61.0859	-61.1477	-61.1908	-61.2478	-61.3698	-61.5428	-61.8268	-62.2152	-62.7123	-63.3158	-64.053	-64.8789	-65.7483	65.3718	65.1352	64.9773	64.8771	64.8184	64.7785	64.7247	64.6056	64.4351	64.1533	63.7667	63.271	62.6684	61.9319	61.1062	60.237
14.7	-65.6537	-65.8978	-66.0644	-66.1736	-66.2431	-66.2962	-66.3692	-66.5054	-66.7015	-66.9979	-67.3982	-67.9077	-68.5265	-69.2654	-70.0849	-70.9695	61.1649	60.9224	60.7582	60.6519	60.5855	60.5356	60.4656	60.3322	60.1385	59.8442	59.4456	58.9372	58.3191	57.5804	56.7607	55.8756
14.8	-70.9077	-71.1588	-71.3331	-71.4496	-71.5285	-71.592	-71.6841	-71.836	-72.0573	-72.3644	-72.775	-73.2931	-73.9258	-74.6482	-75.4604	-76.3629	56.8214	56.5719	56.3997	56.286	56.2102	56.1498	56.0607	55.9114	55.6925	55.3872	54.978	54.4609	53.8286	53.106	52.2933	51.3897
14.9	-76.3413	-76.6009	-76.7849	-76.9104	-76.9994	-77.0754	-77.1875	-77.3558	-77.6025	-77.9204	-78.3407	-78.8628	-79.497	-80.2198	-81.0373	-81.9606	52.3343	52.0761	51.8942	51.7713	51.6852	51.6123	51.503	51.3373	51.0928	50.7766	50.3575	49.8361	49.202	48.4787	47.6603	46.7353
15	-81.9385	-82.2073	-82.4019	-82.5379	-82.6372	-82.7271	-82.8583	-83.0424	-83.3133	-83.6398	-84.0668	-84.5957	-85.2301	-85.9679	-86.8009	-87.7436	47.7028	47.4353	47.2427	47.1092	47.0126	46.9256	46.7972	46.6155	46.3466	46.0216	45.5957	45.0672	44.4327	43.6942	42.8598	41.9149
