Frequency (GHz)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)
11.1	70.2775	70.7462	71.2006	71.6315	72.013	72.3674	72.6825	72.9775	73.2414	73.5048	73.803	74.3286	75.1621	76.0702	76.8869	78.1099	164.629	165.095	165.546	165.974	166.353	166.706	167.018	167.311	167.573	167.835	168.132	168.656	169.486	170.391	171.204	172.419
11.2	64.2067	64.6565	65.0947	65.5129	65.8846	66.2319	66.5362	66.8231	67.0732	67.3157	67.596	68.0847	68.8795	69.7488	70.5359	71.6314	159.494	159.941	160.377	160.793	161.162	161.507	161.809	162.094	162.343	162.584	162.863	163.351	164.145	165.013	165.798	166.889
11.3	58.1054	58.5353	58.9563	59.3592	59.7218	60.0601	60.3526	60.633	60.8709	61.0896	61.3509	61.8083	62.5586	63.3859	64.1445	65.1315	154.329	154.757	155.176	155.577	155.938	156.274	156.565	156.843	157.08	157.297	157.558	158.015	158.766	159.593	160.353	161.339
11.4	51.979	52.389	52.7934	53.1809	53.5332	53.8598	54.1454	54.4163	54.6463	54.8482	55.0856	55.52	56.2348	57.027	57.7641	58.652	149.133	149.541	149.944	150.329	150.68	151.005	151.289	151.558	151.787	151.988	152.225	152.66	153.376	154.171	154.911	155.801
11.5	45.8323	46.2221	46.6098	46.9827	47.3237	47.6369	47.9158	48.1755	48.4015	48.5935	48.8083	49.2362	49.9539	50.7343	51.4497	52.2489	143.9	144.288	144.675	145.046	145.386	145.697	145.975	146.233	146.459	146.65	146.865	147.293	148.014	148.798	149.519	150.323
11.6	39.6671	40.0359	40.4055	40.7632	41.0923	41.3901	41.6614	41.909	42.1326	42.3184	42.5177	42.9417	43.6931	44.5139	45.2492	45.9762	138.625	138.993	139.362	139.718	140.046	140.343	140.613	140.86	141.083	141.268	141.468	141.893	142.648	143.474	144.216	144.951
11.7	33.4858	33.8315	34.1813	34.5222	34.8388	35.1219	35.3826	35.6194	35.8362	36.0166	36.2076	36.6178	37.3973	38.2638	39.0228	39.7077	133.305	133.65	133.999	134.34	134.656	134.938	135.198	135.434	135.65	135.831	136.022	136.434	137.218	138.091	138.859	139.554
11.8	27.2934	27.6134	27.9408	28.2631	28.5662	28.8349	29.0819	29.3087	29.5134	29.6866	29.8684	30.2606	31.0569	31.954	32.736	33.407	127.94	128.261	128.588	128.91	129.213	129.481	129.727	129.954	130.158	130.332	130.514	130.909	131.711	132.616	133.408	134.091
11.9	21.0949	21.3865	21.6893	21.9906	22.2778	22.5317	22.7633	22.9783	23.1689	23.3316	23.5011	23.8713	24.6637	25.5808	26.3821	27.0469	122.535	122.827	123.13	123.432	123.719	123.973	124.204	124.419	124.61	124.773	124.944	125.317	126.115	127.042	127.855	128.534
12	14.8917	15.1527	15.4289	15.7077	15.9768	16.2158	16.4315	16.6334	16.8085	16.958	17.112	17.4574	18.2378	19.1603	19.974	20.6315	117.104	117.366	117.643	117.922	118.192	118.431	118.647	118.849	119.025	119.175	119.331	119.679	120.466	121.399	122.226	122.9
12.1	8.74682	8.97227	9.21791	9.47098	9.71844	9.94198	10.1414	10.3283	10.4875	10.6199	10.7532	11.0685	11.8337	12.748	13.5618	14.2046	111.719	111.945	112.192	112.447	112.695	112.919	113.119	113.307	113.467	113.6	113.736	114.054	114.827	115.752	116.581	117.241
12.2	2.53713	2.72731	2.94289	3.17101	3.39791	3.60627	3.79136	3.9643	4.10928	4.22688	4.34184	4.63196	5.38195	6.28659	7.09594	7.72918	106.289	106.482	106.699	106.929	107.157	107.366	107.553	107.727	107.873	107.992	108.109	108.403	109.16	110.077	110.903	111.555
12.3	-3.703	-3.54755	-3.36132	-3.15725	-2.95008	-2.75649	-2.58391	-2.42404	-2.29183	-2.18613	-2.08735	-1.82412	-1.09042	-0.171718	0.642615	1.29416	100.834	100.992	101.181	101.387	101.596	101.791	101.965	102.126	102.26	102.368	102.469	102.736	103.478	104.409	105.24	105.912
12.4	-9.93734	-9.81583	-9.6582	-9.47734	-9.28905	-9.10982	-8.94922	-8.80115	-8.68168	-8.58779	-8.5026	-8.26484	-7.54697	-6.60268	-5.76974	-5.07893	95.3714	95.4957	95.6559	95.8392	96.0297	96.211	96.3735	96.5234	96.6449	96.7411	96.8291	97.0711	97.7972	98.7546	99.6051	100.317
12.5	-16.1287	-16.0404	-15.9109	-15.7529	-15.5833	-15.4185	-15.2693	-15.1339	-15.0264	-14.9434	-14.8721	-14.6579	-13.9579	-12.9924	-12.1289	-11.406	89.9204	90.0118	90.1444	90.3052	90.4775	90.6448	90.7962	90.9339	91.0439	91.1295	91.2041	91.4228	92.1311	93.1101	93.9914	94.7359
12.6	-22.1834	-22.1312	-22.0324	-21.888	-21.7507	-21.6019	-21.4645	-21.3423	-21.2477	-21.1721	-21.1284	-20.9581	-20.299	-19.3144	-18.4033	-17.6668	84.6502	84.7058	84.808	84.9554	85.0962	85.2478	85.3879	85.5128	85.6103	85.6887	85.7362	85.9112	86.5786	87.5769	88.5062	89.2649
12.7	-28.3267	-28.3088	-28.2395	-28.1312	-28.0021	-27.8697	-27.7432	-27.6299	-27.5533	-27.5008	-27.4663	-27.3432	-26.7506	-25.7398	-24.7692	-24.002	79.3227	79.3443	79.4175	79.5295	79.6621	79.7979	79.9274	80.0437	80.1236	80.1797	80.2181	80.3464	80.9473	81.9718	82.9607	83.7503
12.8	-34.529	-34.5438	-34.5028	-34.4181	-34.3086	-34.1927	-34.0775	-33.9819	-33.9154	-33.8774	-33.8655	-33.7852	-33.2674	-32.2502	-31.2189	-30.3886	73.9519	73.9411	73.9862	74.075	74.1884	74.3082	74.4268	74.5259	74.5961	74.638	74.6543	74.74	75.2662	76.297	77.3466	78.1992
12.9	-40.7585	-40.8046	-40.7907	-40.7287	-40.638	-40.538	-40.4302	-40.3521	-40.3002	-40.2761	-40.276	-40.2377	-39.8066	-38.8123	-37.7298	-36.8265	68.5519	68.5102	68.5285	68.5948	68.6898	68.794	68.9056	68.9877	69.0438	69.0722	69.0771	69.121	69.5605	70.5684	71.669	72.5944
13	-46.9798	-47.0551	-47.0666	-47.0262	-46.9538	-46.8682	-46.7782	-46.708	-46.6702	-46.6599	-46.6851	-46.6795	-46.3287	-45.3751	-44.26	-43.3146	63.1399	63.0691	63.0622	63.1073	63.1843	63.2745	63.3688	63.4432	63.4856	63.5007	63.4807	63.4924	63.8515	64.8184	65.9513	66.9183
13.1	-52.9004	-53.003	-53.0387	-53.0188	-52.964	-52.892	-52.8153	-52.7591	-52.7365	-52.7421	-52.7879	-52.8243	-52.597	-51.7387	-50.6084	-49.6348	58.0771	57.9791	57.9483	57.9731	58.0329	58.1097	58.1911	58.252	58.2796	58.2791	58.2389	58.2088	58.4443	59.3156	60.4636	61.4587
13.2	-58.941	-59.0689	-59.1266	-59.1258	-59.0871	-59.0287	-58.9656	-58.9242	-58.9179	-58.9415	-59.0093	-59.0842	-58.9676	-58.251	-57.1307	-56.1026	52.9364	52.8134	52.7607	52.7667	52.8107	52.8743	52.9423	52.9888	53.0004	52.9824	52.9207	52.8523	52.9771	53.7063	54.844	55.8932
13.3	-65.0744	-65.2248	-65.3027	-65.3197	-65.297	-65.2507	-65.202	-65.1765	-65.1877	-65.2309	-65.3214	-65.4321	-65.4142	-64.8662	-63.8018	-62.7257	47.73	47.5845	47.5118	47.5003	47.5285	47.5803	47.6342	47.6652	47.6596	47.6224	47.5382	47.4344	47.4604	48.0204	49.1019	50.1986
13.4	-71.2722	-71.4432	-71.5399	-71.5729	-71.5643	-71.5289	-71.4945	-71.4846	-71.5133	-71.5773	-71.6894	-71.8314	-71.9018	-71.5353	-70.5673	-69.5003	42.4681	42.3021	42.2109	42.1834	42.1978	42.239	42.279	42.2947	42.272	42.2143	42.1089	41.974	41.9117	42.2896	43.2739	44.361
13.5	-77.5042	-77.694	-77.8069	-77.8542	-77.858	-77.8319	-77.8118	-77.8166	-77.8639	-77.9475	-78.0804	-78.2504	-78.3934	-78.2051	-77.3937	-76.3544	37.1606	36.9759	36.8686	36.8271	36.8293	36.8614	36.8874	36.8886	36.8477	36.7708	36.645	36.4823	36.3475	36.5466	37.3734	38.432
13.6	-83.2089	-83.4108	-83.5342	-83.5913	-83.6039	-83.5844	-83.5781	-83.5969	-83.6633	-83.7683	-83.923	-84.1236	-84.3396	-84.344	-83.7742	-82.8284	32.3792	32.1825	32.0647	32.0137	32.0073	32.033	32.0456	32.0331	31.9733	31.8753	31.7281	31.535	31.3271	31.3328	31.9173	32.8819
13.7	-89.061	-89.2727	-89.4051	-89.4704	-89.4906	-89.4769	-89.4839	-89.5163	-89.6027	-89.7308	-89.9073	-90.1372	-90.4143	-90.5786	-90.2705	-89.4811	27.5001	27.2937	27.1672	27.1081	27.0943	27.1145	27.1141	27.0884	27.009	26.8883	26.7195	26.4974	26.2285	26.0738	26.3954	27.2027
13.8	-95.0359	-95.2538	-95.3924	-95.4643	-95.4908	-95.4822	-95.5016	-95.5427	-95.6502	-95.8016	-95.9983	-96.2559	-96.586	-96.8756	-96.8218	-96.2476	22.5334	22.3208	22.1882	22.1227	22.1029	22.1181	22.1055	22.0714	21.9712	21.8274	21.6386	21.3889	21.067	20.7864	20.8523	21.4432
13.9	-101.108	-101.329	-101.47	-101.546	-101.576	-101.572	-101.602	-101.654	-101.775	-101.951	-102.167	-102.458	-102.836	-103.225	-103.392	-103.061	17.4866	17.271	17.1353	17.0659	17.0431	17.0537	17.0305	16.9858	16.8724	16.7045	16.496	16.2128	15.8434	15.4624	15.3067	15.6522
14	-107.253	-107.475	-107.618	-107.696	-107.729	-107.73	-107.766	-107.828	-107.961	-108.155	-108.396	-108.72	-109.141	-109.611	-109.961	-109.892	12.3612	12.1445	12.0076	11.9358	11.9104	11.9163	11.8873	11.8327	11.7073	11.5211	11.2889	10.9727	10.5599	10.098	9.75707	9.8391
14.1	-112.604	-112.825	-112.968	-113.049	-113.085	-113.093	-113.132	-113.205	-113.344	-113.553	-113.823	-114.18	-114.642	-115.18	-115.684	-115.883	7.9052	7.68924	7.55228	7.47799	7.44887	7.44766	7.41557	7.35004	7.21848	7.01774	6.75553	6.40606	5.95112	5.42088	4.92483	4.73701
14.2	-118.125	-118.345	-118.489	-118.572	-118.612	-118.628	-118.668	-118.749	-118.891	-119.112	-119.419	-119.804	-120.304	-120.898	-121.512	-121.946	3.33085	3.11522	2.97777	2.90078	2.86741	2.85899	2.826	2.75219	2.6176	2.40364	2.10428	1.72638	1.23374	0.646406	0.039883	-0.385614
14.3	-123.825	-124.048	-124.195	-124.283	-124.329	-124.351	-124.392	-124.48	-124.624	-124.857	-125.197	-125.607	-126.137	-126.776	-127.468	-128.084	-1.38356	-1.60238	-1.74325	-1.82528	-1.86489	-1.88023	-1.91379	-1.99479	-2.13178	-2.35792	-2.69069	-3.09361	-3.61751	-4.24985	-4.93654	-5.5453
14.4	-129.69	-129.919	-130.071	-130.165	-130.216	-130.243	-130.283	-130.379	-130.528	-130.778	-131.136	-131.578	-132.138	-132.817	-133.579	-134.326	-6.24127	-6.46549	-6.61171	-6.69986	-6.74499	-6.76491	-6.79918	-6.88839	-7.03001	-7.27296	-7.62486	-8.06064	-8.61478	-9.28908	-10.0461	-10.7878
14.5	-135.682	-135.915	-136.069	-136.166	-136.221	-136.253	-136.3	-136.409	-136.566	-136.834	-137.21	-137.685	-138.271	-138.985	-139.798	-140.629	-11.2236	-11.4519	-11.6013	-11.6928	-11.7416	-11.7676	-11.8082	-11.9102	-12.061	-12.3231	-12.6924	-13.1616	-13.7429	-14.4523	-15.2614	-16.0891
14.6	-140.6	-140.838	-140.998	-141.101	-141.163	-141.206	-141.264	-141.386	-141.559	-141.844	-142.233	-142.73	-143.335	-144.073	-144.901	-145.772	-15.3222	-15.5565	-15.7121	-15.8097	-15.8655	-15.9028	-15.9539	-16.0697	-16.2371	-16.5155	-16.8986	-17.3914	-17.9912	-18.7258	-19.5501	-20.4188
14.7	-145.695	-145.939	-146.106	-146.215	-146.284	-146.337	-146.41	-146.546	-146.743	-147.039	-147.44	-147.95	-148.57	-149.31	-150.131	-151.017	-19.5433	-19.7835	-19.9453	-20.049	-20.1126	-20.1599	-20.2271	-20.3575	-20.548	-20.8389	-21.2342	-21.7397	-22.3554	-23.0922	-23.9108	-24.7954
14.8	-150.975	-151.226	-151.4	-151.516	-151.594	-151.658	-151.75	-151.901	-152.123	-152.43	-152.841	-153.36	-153.993	-154.717	-155.53	-156.434	-23.9003	-24.1475	-24.3171	-24.4281	-24.5012	-24.559	-24.6453	-24.7915	-25.0072	-25.309	-25.715	-26.2294	-26.8594	-27.5803	-28.3918	-29.2949
14.9	-156.434	-156.693	-156.876	-157.001	-157.09	-157.166	-157.277	-157.446	-157.692	-158.01	-158.431	-158.953	-159.588	-160.312	-161.13	-162.054	-28.4003	-28.6561	-28.8353	-28.9555	-29.0388	-29.1091	-29.2155	-29.3782	-29.6194	-29.9322	-30.348	-30.8667	-31.4984	-32.2201	-33.0372	-33.9616
15	-162.056	-162.324	-162.518	-162.653	-162.752	-162.842	-162.973	-163.156	-163.427	-163.753	-164.18	-164.71	-165.344	-166.083	-166.917	-167.86	-33.0441	-33.3091	-33.499	-33.6297	-33.7234	-33.8077	-33.9332	-34.1119	-34.3774	-34.699	-35.1217	-35.6474	-36.2796	-37.0164	-37.8494	-38.7936
