Frequency (GHz)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)
11.2	102.286	102.762	103.203	103.586	103.997	104.347	104.632	104.944	105.198	105.444	105.729	106.221	107.019	107.89	108.677	109.77	-166.277	-165.803	-165.364	-164.983	-164.574	-164.226	-163.943	-163.633	-163.381	-163.135	-162.853	-162.362	-161.568	-160.7	-159.917	-158.83
11.3	96.1013	96.4983	96.9545	97.3262	97.7239	98.0346	98.3603	98.6437	98.885	99.1079	99.3731	99.8338	100.587	101.417	102.178	103.167	-171.498	-171.103	-170.649	-170.279	-169.883	-169.575	-169.251	-168.969	-168.729	-168.507	-168.243	-167.783	-167.032	-166.204	-165.444	-164.458
11.4	89.8606	90.2413	90.6774	91.0667	91.421	91.7502	92.0372	92.3126	92.5462	92.7526	92.9936	93.4311	94.1486	94.9432	95.6831	96.5736	-176.783	-176.404	-175.969	-175.582	-175.229	-174.901	-174.616	-174.342	-174.109	-173.904	-173.663	-173.226	-172.509	-171.714	-170.974	-170.083
11.5	83.5966	83.9595	84.3766	84.724	85.0943	85.4099	85.6916	85.9547	86.1843	86.3802	86.5992	87.0301	87.7506	88.5335	89.2513	90.0536	177.893	178.255	178.671	179.017	179.386	179.7	179.981	-179.757	-179.528	-179.333	-179.114	-178.683	-177.962	-177.177	-176.456	-175.651
11.6	77.3124	77.6588	78.0535	78.3997	78.7439	79.023	79.3183	79.5693	79.7963	79.9862	80.1894	80.6163	81.3701	82.1936	82.9308	83.6606	172.527	172.872	173.266	173.611	173.955	174.233	174.527	174.777	175.004	175.193	175.397	175.824	176.58	177.407	178.148	178.884
11.7	71.0116	71.3586	71.7098	72.0289	72.3712	72.6355	72.9205	73.1604	73.3809	73.5654	73.7602	74.1729	74.9539	75.8228	76.5839	77.2702	167.114	167.461	167.812	168.13	168.472	168.735	169.02	169.259	169.479	169.664	169.859	170.273	171.056	171.93	172.697	173.392
11.8	64.7005	65.0166	65.3508	65.6598	65.9801	66.2512	66.5012	66.7313	66.9399	67.1171	67.3027	67.6969	68.491	69.3938	70.1766	70.8483	161.658	161.974	162.309	162.617	162.937	163.208	163.458	163.687	163.896	164.073	164.26	164.655	165.453	166.362	167.153	167.835
11.9	58.3844	58.6647	58.982	59.273	59.5746	59.8309	60.0656	60.2833	60.4783	60.6453	60.8186	61.1905	61.9826	62.9011	63.7037	64.3687	156.162	156.442	156.76	157.051	157.353	157.609	157.844	158.062	158.257	158.424	158.598	158.972	159.769	160.694	161.507	162.184
12	52.0632	52.3178	52.6039	52.8762	53.1562	53.3975	53.6165	53.8218	54.0008	54.1546	54.3126	54.6593	55.439	56.3619	57.1764	57.8339	150.639	150.895	151.182	151.454	151.735	151.976	152.196	152.401	152.581	152.735	152.894	153.243	154.028	154.959	155.785	156.456
12.1	45.7966	46.0239	46.2678	46.5247	46.7768	47.0029	47.2053	47.3957	47.5588	47.6955	47.8329	48.1493	48.9123	49.8275	50.6417	51.2839	145.158	145.387	145.632	145.89	146.143	146.37	146.572	146.763	146.927	147.065	147.204	147.523	148.291	149.216	150.042	150.701
12.2	39.4643	39.6566	39.8744	40.1059	40.3363	40.5454	40.7336	40.9098	41.0586	41.1807	41.2999	41.59	42.3361	43.2431	44.0522	44.6849	139.633	139.827	140.047	140.279	140.51	140.721	140.91	141.087	141.237	141.36	141.481	141.774	142.526	143.443	144.266	144.916
12.3	33.1008	33.2589	33.4474	33.6598	33.8637	34.06	34.2352	34.3993	34.5354	34.6465	34.7486	35.0129	35.7424	36.661	37.4744	38.1255	134.081	134.241	134.432	134.645	134.851	135.049	135.225	135.39	135.527	135.64	135.744	136.011	136.747	137.676	138.504	139.174
12.4	26.7424	26.8693	27.0267	27.2133	27.4039	27.5837	27.7473	27.8984	28.0218	28.1212	28.2112	28.4495	29.1635	30.1012	30.9373	31.6259	128.52	128.649	128.809	128.998	129.19	129.372	129.536	129.689	129.814	129.914	130.006	130.248	130.968	131.917	132.769	133.477
12.5	20.4265	20.5175	20.6615	20.8105	20.9945	21.1507	21.3031	21.443	21.5528	21.6398	21.7163	21.931	22.6284	23.5912	24.453	25.174	122.971	123.065	123.211	123.363	123.548	123.707	123.86	124.002	124.113	124.202	124.281	124.499	125.202	126.177	127.055	127.796
12.6	14.2489	14.3038	14.4199	14.5409	14.7059	14.8497	14.9957	15.1097	15.2077	15.2799	15.3361	15.5087	16.1644	17.1471	18.0561	18.7907	117.601	117.659	117.778	117.902	118.069	118.215	118.362	118.478	118.578	118.652	118.711	118.887	119.549	120.544	121.469	122.225
12.7	7.98154	8.02207	8.07464	8.19477	8.32395	8.4523	8.58902	8.69308	8.78489	8.83414	8.87002	8.99856	9.5903	10.5973	11.5658	12.3313	112.173	112.217	112.273	112.395	112.527	112.658	112.797	112.903	112.997	113.048	113.087	113.219	113.817	114.836	115.821	116.608
12.8	1.65433	1.66177	1.68971	1.77812	1.88724	2.01429	2.1229	2.22089	2.29078	2.33274	2.34815	2.43189	2.94903	3.96275	4.99155	5.81864	106.701	106.712	106.743	106.835	106.947	107.076	107.187	107.287	107.36	107.404	107.422	107.509	108.033	109.058	110.104	110.953
12.9	-4.70144	-4.74512	-4.70766	-4.66327	-4.5563	-4.46751	-4.35386	-4.27581	-4.20942	-4.19473	-4.19745	-4.14898	-3.71543	-2.72255	-1.64442	-0.74556	101.199	101.158	101.199	101.247	101.357	101.449	101.565	101.645	101.714	101.731	101.731	101.783	102.223	103.227	104.322	105.242
13	-11.0415	-11.0847	-11.1322	-11.0566	-11.0147	-10.8971	-10.8347	-10.7472	-10.7209	-10.6962	-10.7281	-10.7178	-10.3652	-9.4119	-8.30046	-7.36016	95.6912	95.6511	95.6075	95.6861	95.7316	95.8518	95.9172	96.0071	96.0362	96.0633	96.0345	96.0482	96.4066	97.3709	98.4989	99.4606
13.1	-17.0847	-17.1875	-17.1819	-17.1709	-17.142	-17.0277	-16.9617	-16.9306	-16.9053	-16.8791	-16.9494	-16.9812	-16.7489	-15.8881	-14.7607	-13.794	90.5251	90.4259	90.4346	90.4492	90.4818	90.5988	90.6679	90.702	90.7301	90.7587	90.6918	90.6635	90.9013	91.7724	92.916	93.9038
13.2	-23.245	-23.371	-23.3861	-23.4246	-23.3408	-23.3233	-23.2591	-23.2153	-23.2058	-23.2234	-23.2907	-23.3612	-23.2384	-22.5194	-21.3959	-20.3766	85.2843	85.1618	85.1499	85.1154	85.2023	85.2236	85.2908	85.3375	85.3499	85.3352	85.271	85.2041	85.3321	86.0608	87.1998	88.2397
13.3	-29.4972	-29.605	-29.7207	-29.69	-29.7062	-29.6609	-29.6158	-29.5886	-29.5972	-29.6379	-29.725	-29.831	-29.8087	-29.2494	-28.184	-27.1133	79.9786	79.874	79.7622	79.7963	79.7841	79.8328	79.8811	79.9113	79.9057	79.868	79.7842	79.6817	79.7089	80.2769	81.3571	82.4476
13.4	-35.8142	-35.9849	-36.0809	-36.1129	-36.1033	-36.0667	-36.031	-36.0189	-36.0428	-36.1064	-36.2159	-36.3538	-36.418	-36.0406	-35.0685	-34.0029	74.6172	74.4499	74.3575	74.3292	74.3426	74.3826	74.4216	74.4368	74.416	74.3555	74.2492	74.1149	74.0553	74.4405	75.4261	76.5105
13.5	-42.1683	-42.358	-42.4703	-42.5172	-42.5202	-42.4934	-42.3978	-42.4754	-42.5206	-42.6023	-42.7322	-42.8986	-43.0356	-42.8354	-42.0145	-40.9745	69.2069	69.0206	68.9119	68.8688	68.8694	68.8997	68.9982	68.9242	68.8822	68.8036	68.6769	68.5141	68.3814	68.5885	69.4215	70.479
13.6	-47.8938	-48.1831	-48.3065	-48.3639	-48.3761	-48.2963	-48.3481	-48.3666	-48.4305	-48.5345	-48.6866	-48.8838	-49.0945	-49.0878	-48.5043	-47.5517	64.4205	64.1349	64.0151	63.9615	63.953	64.036	63.9879	63.9727	63.912	63.8112	63.6625	63.4687	63.2622	63.275	63.8691	64.8377
13.7	-53.9428	-54.1551	-54.2883	-54.3541	-54.3043	-54.3608	-54.367	-54.3987	-54.4832	-54.6104	-54.7847	-55.0116	-55.2843	-55.4392	-55.1153	-54.3138	59.3614	59.1523	59.0226	58.9606	59.0138	58.9612	58.9584	58.93	58.8488	58.7249	58.5538	58.3304	58.0616	57.9121	58.2451	59.0607
13.8	-59.746	-60.2479	-60.3769	-60.3957	-60.4887	-60.4116	-60.4999	-60.5428	-60.6465	-60.7967	-60.9919	-61.2469	-61.5734	-61.8552	-61.7864	-61.196	54.5826	54.0845	53.9589	53.9436	53.8546	53.9351	53.8504	53.8109	53.7104	53.5634	53.3715	53.1198	52.7969	52.5199	52.5962	53.1988
13.9	-66.1459	-66.4354	-66.5794	-66.6574	-66.6886	-66.6857	-66.7161	-66.7054	-66.8883	-67.0629	-67.2782	-67.5668	-67.9409	-68.3243	-68.4792	-68.1335	49.2255	48.939	48.7984	48.724	48.6965	48.703	48.676	48.6899	48.5103	48.3389	48.1266	47.8412	47.4706	47.0913	46.9425	47.2983
14	-72.4707	-72.6955	-72.842	-72.9234	-72.9582	-72.9608	-72.9977	-73.0573	-73.1894	-73.3868	-73.626	-73.9482	-74.3653	-74.8303	-75.1725	-75.0923	43.9377	43.7157	43.5724	43.4945	43.4634	43.4642	43.4307	43.3744	43.2453	43.051	42.8148	42.4955	42.0815	41.62	41.2827	41.3709
14.1	-77.9326	-78.1577	-78.304	-78.3877	-78.4258	-78.4357	-78.4762	-78.5376	-78.6891	-78.8968	-79.1657	-79.5202	-79.9792	-80.5133	-81.0115	-81.2035	39.39	39.1676	39.0245	38.9442	38.9098	38.9033	38.8663	38.8081	38.6597	38.455	38.1889	37.8371	37.381	36.85	36.3557	36.1699
14.2	-83.5641	-83.7881	-83.935	-84.0214	-84.0637	-84.0799	-84.1215	-84.192	-84.3448	-84.5671	-84.8719	-85.2547	-85.7493	-86.3416	-86.9518	-87.3825	34.7248	34.5032	34.3594	34.2764	34.2377	34.2249	34.1868	34.1195	33.9697	33.7504	33.4482	33.068	32.5759	31.9862	31.3791	30.953
14.3	-89.374	-89.6007	-89.7503	-89.8406	-89.8876	-89.9075	-89.9538	-90.0238	-90.1868	-90.4195	-90.7578	-91.1649	-91.6924	-92.3276	-93.0175	-93.6321	29.921	29.6966	29.55	29.4629	29.4195	29.403	29.3601	29.2932	29.1332	28.9032	28.5673	28.1625	27.6372	27.0041	26.3165	25.7049
14.4	-95.3493	-95.5805	-95.7337	-95.8303	-95.8833	-95.9106	-95.952	-95.9963	-96.1966	-96.4457	-96.8025	-97.2423	-97.7998	-98.4771	-99.2372	-99.9838	24.975	24.746	24.5955	24.502	24.4524	24.4284	24.3903	24.3492	24.1516	23.9051	23.5505	23.1126	22.5568	21.881	21.1225	20.3777
14.5	-101.45	-101.685	-101.841	-101.939	-101.995	-102.027	-102.075	-102.179	-102.341	-102.608	-102.983	-103.456	-104.041	-104.753	-105.565	-106.398	19.905	19.6721	19.519	19.4239	19.3706	19.3421	19.2968	19.1958	19.037	18.7723	18.3993	17.9276	17.3442	16.6328	15.8212	14.9894
14.6	-106.481	-106.721	-106.882	-106.985	-107.048	-107.092	-107.149	-107.262	-107.444	-107.728	-108.116	-108.613	-109.217	-109.954	-110.782	-111.655	15.7172	15.4789	15.3201	15.2197	15.1597	15.1194	15.0652	14.9552	14.7757	14.4941	14.1077	13.6122	13.0097	12.2726	11.445	10.5725
14.7	-111.69	-111.934	-112.101	-112.211	-112.28	-112.334	-112.407	-112.531	-112.739	-113.03	-113.435	-113.945	-114.565	-115.305	-116.127	-117.013	11.4071	11.1642	10.9999	10.8926	10.8263	10.7763	10.7062	10.5851	10.3793	10.0904	9.68671	9.1779	8.55908	7.81894	6.99712	6.10983
14.8	-117.031	-117.334	-117.508	-117.625	-117.703	-117.766	-117.859	-118.005	-118.231	-118.537	-118.95	-119.468	-120.102	-120.826	-121.641	-122.545	7.0136	6.71175	6.54054	6.42625	6.35086	6.29141	6.20134	6.05758	5.83373	5.52989	5.11865	4.60091	3.96747	3.24317	2.42836	1.52306
14.9	-122.656	-122.915	-123.098	-123.224	-123.312	-123.387	-123.498	-123.655	-123.915	-124.231	-124.654	-125.177	-125.813	-126.537	-127.356	-128.281	2.37292	2.11531	1.93417	1.8115	1.72572	1.65394	1.54627	1.39163	1.13379	0.819261	0.398164	-0.124524	-0.760111	-1.48492	-2.30503	-3.23199
15	-128.393	-128.661	-128.855	-128.99	-129.087	-129.178	-129.304	-129.472	-129.765	-130.079	-130.519	-131.049	-131.685	-132.423	-133.259	-134.203	-2.35879	-2.62535	-2.81719	-2.94982	-3.0447	-3.13229	-3.2557	-3.4213	-3.71165	-4.02465	-4.46317	-4.99284	-5.62873	-6.3679	-7.20512	-8.15143
